 SRR11617503	SRR11617504	SRR11617505	SRR11617506	SRR11617507	SRR11617508	SRR11617513	SRR11617514	SRR11617519	SRR11617520	SRR11617523	SRR11617524	SRR11617526	SRR11617527	SRR11617528
scig1.0060108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060045	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1
scig1.0060020	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
scig1.0059990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059986	4	3	0	0	0	1	1	1	0	2	1	3	2	0	4
scig1.0059950	27	23	4	4	11	10	5	6	21	5	24	16	3	7	16
scig1.0059916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059803	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1
scig1.0059723	9	1	4	2	6	1	2	0	4	1	2	1	7	4	4
scig1.0059694	0	0	0	0	0	0	0	0	0	5	0	0	2	0	15
scig1.0059557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059459	41	18	22	9	63	51	115	51	272	354	463	635	311	416	114
scig1.0059388	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0
scig1.0059372	1744	382	903	346	716	621	403	394	303	341	401	355	406	393	250
scig1.0059334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059242	3	0	1	0	3	5	0	2	1	1	4	3	6	3	9
scig1.0059229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059204	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059021	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
scig1.0058972	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0058938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058854	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
scig1.0058488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058261	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
scig1.0058231	1	0	0	1	0	0	1	1	0	0	4	1	0	0	0
scig1.0058215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057357	31	7	20	9	8	22	23	7	30	32	22	12	9	10	29
scig1.0057334	5	1	0	1	2	2	1	0	1	3	0	0	0	1	1
scig1.0057268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057130	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0057129	772	418	245	179	338	250	242	190	356	359	220	306	440	436	57
scig1.0057105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056446	214	51	87	35	65	43	37	40	46	58	76	51	40	64	25
scig1.0056445	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0
scig1.0056418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056106	0	0	0	0	2	1	0	12	2	2	4	6	2	9	0
scig1.0056088	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
scig1.0056041	0	0	1	0	0	0	2	0	2	1	4	1	0	0	2
scig1.0055881	11	0	0	1	0	3	0	8	7	1	12	9	3	7	0
scig1.0055878	295	76	141	87	172	187	232	118	220	175	457	329	325	483	206
scig1.0055778	2	3	0	0	2	0	1	0	1	0	3	0	0	0	1
scig1.0055587	1	0	0	1	0	0	1	2	1	0	0	2	1	2	1
scig1.0055318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055225	16	8	2	0	1	3	6	1	16	5	15	1	9	9	24
scig1.0055208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055084	15496	5605	8179	5810	2047	2076	1319	2091	4020	3267	1635	1580	3495	4964	2944
scig1.0054992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054982	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
scig1.0054974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054564	0	0	0	0	0	0	0	0	1	0	1	2	2	1	0
scig1.0054505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054436	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0
scig1.0054421	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
scig1.0054420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054403	3	0	2	0	0	0	0	0	0	0	0	0	0	0	26
scig1.0054173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053660	0	1	0	0	0	0	0	0	2	0	0	2	8	1	0
scig1.0053586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053534	382	120	143	86	226	268	131	160	285	243	331	345	358	489	186
scig1.0053531	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0053404	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0053390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053352	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
scig1.0053316	797	265	375	257	184	222	552	101	687	534	435	518	396	1352	308
scig1.0053261	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053212	17	11	1	9	0	22	52	0	99	77	50	98	1	0	7
scig1.0053165	14	4	0	1	32	44	3	32	4	4	24	15	7	5	40
scig1.0053101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053077	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
scig1.0053047	3	2	0	0	1	0	1	1	5	3	6	0	0	0	1
scig1.0052804	0	0	0	1	0	0	0	0	0	3	2	1	0	0	0
scig1.0052710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052257	0	0	1	0	2	0	0	0	3	3	1	4	1	2	0
scig1.0052112	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
scig1.0052026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051873	14	5	1	1	22	19	3	22	15	17	32	13	5	11	0
scig1.0051858	0	0	0	0	0	0	1	0	1	0	0	0	1	3	0
scig1.0051853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051831	44	19	16	11	35	43	44	22	24	29	15	24	20	30	45
scig1.0051796	6	1	4	0	5	0	0	4	0	0	0	0	0	0	0
scig1.0051543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051494	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1
scig1.0051373	2	0	1	0	0	0	0	0	2	3	0	0	9	14	1
scig1.0051355	5	1	1	1	0	4	2	0	3	9	3	7	0	0	6
scig1.0051278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051251	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
scig1.0051066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050777	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050568	930	275	268	124	416	435	173	211	349	259	576	508	549	780	539
scig1.0050517	230	86	165	132	269	227	245	373	466	372	381	257	198	323	622
scig1.0050290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050246	53	11	23	7	20	11	23	19	18	36	22	22	33	48	76
scig1.0050190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050163	232	79	144	89	173	192	217	145	280	205	351	334	248	298	148
scig1.0049823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049444	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
scig1.0049270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049207	0	1	1	0	0	0	0	0	0	1	0	3	0	2	0
scig1.0049095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049019	5	0	1	0	1	1	0	0	0	3	0	0	3	1	0
scig1.0048951	0	0	0	0	1	3	0	0	0	0	0	1	0	1	0
scig1.0082016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048800	511	110	238	103	156	116	65	106	133	86	73	86	101	161	77
scig1.0048723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048711	3	1	2	0	0	1	0	0	3	5	6	0	0	3	4
scig1.0057996	0	0	0	0	1	0	0	0	0	2	2	2	0	2	1
scig1.0048696	1069	261	449	238	887	860	947	782	970	761	631	792	570	647	483
scig1.0048617	0	0	0	0	0	0	0	0	0	0	0	0	29	55	0
scig1.0048614	5	3	0	1	2	7	1	0	4	1	2	1	4	0	1
scig1.0048559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048215	4	7	6	5	0	9	0	7	1	5	0	2	2	3	6
scig1.0048206	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0048188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048136	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0048105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048037	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0047934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047915	169	64	50	14	23	33	17	15	5	9	7	10	4	10	21
scig1.0047905	88	36	54	75	26	64	106	44	568	92	133	134	244	343	417
scig1.0047901	593	170	241	108	369	282	137	136	256	151	262	243	289	393	301
scig1.0047873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047205	682	339	98	57	52	103	9	20	2	5	0	10	0	1	15
scig1.0047169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046832	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
scig1.0070513	46	26	20	13	30	23	50	37	37	79	61	63	52	67	11
scig1.0046549	4	0	2	0	0	2	0	0	1	1	0	0	3	0	2
scig1.0046504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046197	7	4	2	3	1	4	10	3	14	12	28	30	9	11	5
scig1.0046189	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046142	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0046023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046006	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1
scig1.0045833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045781	2	1	0	0	0	1	0	0	0	1	0	0	0	0	1
scig1.0045739	6	0	6	0	2	0	15	2	28	30	78	35	16	13	2
scig1.0045694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
scig1.0045533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045439	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0045426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045413	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0045320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045207	1796	608	483	284	645	595	435	526	388	407	381	399	345	575	843
scig1.0045072	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044679	871	283	445	226	564	420	406	275	525	545	774	768	619	873	382
scig1.0044637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044502	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0044478	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0
scig1.0044419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044380	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044270	0	0	0	0	0	0	0	1	0	2	0	0	2	1	0
scig1.0044005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043751	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0
scig1.0043713	40	10	14	5	24	11	7	17	7	10	15	12	14	23	0
scig1.0043704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043653	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
scig1.0043422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043386	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043246	13	5	8	1	1	2	20	9	9	6	4	7	7	3	2
scig1.0043189	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0
scig1.0042709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042700	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
scig1.0042617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042467	5	1	5	3	5	5	1	1	2	1	2	9	5	2	3
scig1.0042450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042133	0	0	2	1	2	0	1	1	1	1	1	2	1	1	0
scig1.0042023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041767	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0041755	3	0	2	0	1	1	0	7	1	0	1	0	2	2	3
scig1.0041703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041581	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0041580	0	0	1	0	2	0	0	0	1	0	0	0	2	0	0
scig1.0041478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041399	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
scig1.0041323	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0041302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041267	188	68	82	41	69	53	79	42	79	98	72	84	95	165	94
scig1.0041211	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0041037	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
scig1.0040946	7	4	3	1	0	0	0	0	0	0	0	0	0	0	3
scig1.0040942	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0040771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040471	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
scig1.0040464	0	0	0	0	0	0	0	0	0	3	5	0	0	0	3
scig1.0040236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0040213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040000	88	30	14	14	58	74	26	62	36	24	81	44	24	69	53
scig1.0039962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
scig1.0039308	0	1	0	0	0	3	1	2	3	5	7	4	9	43	3
scig1.0039264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039066	1	1	1	0	1	1	1	0	0	0	1	3	1	3	0
scig1.0039007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038915	3670	1334	615	258	172	399	44	68	14	18	9	10	0	4	246
scig1.0038626	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0
scig1.0038425	11	5	11	6	0	0	0	0	2	0	3	4	7	1	1
scig1.0038256	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0038237	1	0	1	0	1	2	0	6	0	0	0	0	4	2	1
scig1.0038149	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
scig1.0037999	2	0	0	0	0	0	2	0	1	1	1	0	0	0	0
scig1.0037560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037462	0	0	0	0	0	2	0	0	0	0	0	0	1	0	4
scig1.0037451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037414	1	1	0	0	0	6	1	0	0	0	0	7	1	6	0
scig1.0037291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037203	163	65	45	24	110	53	48	58	82	61	124	131	67	63	79
scig1.0037192	105	34	50	31	48	56	44	34	52	57	50	48	42	49	68
scig1.0037175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036602	1	0	0	0	0	1	4	1	0	0	0	1	0	0	2
scig1.0036586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036441	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
scig1.0036365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036162	2	0	0	0	1	0	0	1	0	0	0	1	0	0	2
scig1.0036141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035919	2	3	7	3	5	5	0	1	0	0	0	1	0	3	8
scig1.0035883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035851	24	0	49	14	10	2	10	0	7	2	8	0	5	3	84
scig1.0035755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035700	0	0	0	0	5	0	0	2	0	0	0	0	0	0	1
scig1.0035698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035677	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
scig1.0035651	0	1	0	0	5	0	0	4	0	0	0	0	0	0	0
scig1.0035616	1741	403	747	329	814	631	368	377	537	534	482	478	465	494	365
scig1.0035542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035535	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
scig1.0035420	3	0	0	0	0	1	0	8	2	1	9	4	3	1	12
scig1.0035279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035207	0	0	0	0	3	1	0	0	3	0	6	1	2	0	1
scig1.0035120	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0035032	3	0	3	0	0	0	0	1	1	0	0	1	0	0	0
scig1.0035029	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0
scig1.0034989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034845	2999	1095	399	230	143	384	32	31	19	9	2	8	0	8	110
scig1.0034818	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0034816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034713	3	0	0	0	2	1	0	0	1	3	2	4	3	3	1
scig1.0034646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034498	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0034411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034298	0	0	3	0	0	0	0	0	0	1	2	0	0	0	2
scig1.0034268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034238	1	1	1	0	0	0	0	0	0	0	1	0	0	3	0
scig1.0034170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033938	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0033867	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
scig1.0033861	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
scig1.0033768	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0033742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033672	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1
scig1.0033655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033543	9	3	7	10	12	27	24	26	18	16	30	27	24	57	58
scig1.0033538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033382	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0
scig1.0033354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033276	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0
scig1.0033144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032705	102	63	58	68	156	97	128	84	161	137	260	166	204	267	23
scig1.0032596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
