 SRR11617503	SRR11617504	SRR11617505	SRR11617506	SRR11617507	SRR11617508	SRR11617513	SRR11617514	SRR11617519	SRR11617520	SRR11617523	SRR11617524	SRR11617526	SRR11617527	SRR11617528
scig1.0049690	48	19	33	23	33	31	43	29	34	50	37	24	31	47	38
scig1.0049692	2	0	1	0	2	0	0	0	1	1	0	0	0	0	0
scig1.0016710	19	10	13	9	6	8	23	5	17	18	27	17	12	15	30
scig1.0003913	5	0	3	0	0	1	0	0	3	0	1	0	0	0	20
scig1.0048069	270	31	137	44	170	98	36	35	49	41	156	70	27	106	19
scig1.0049697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049705	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
scig1.0049709	1	0	0	0	1	0	0	1	0	1	0	1	0	2	35
scig1.0049740	0	0	0	0	0	0	0	0	0	0	13	2	10	4	5
scig1.0049744	0	0	0	0	3	2	0	2	0	0	1	0	0	0	0
scig1.0068742	0	2	1	0	0	3	0	0	0	1	1	0	0	1	1
scig1.0049754	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0004257	6	0	21	13	0	1	3	0	7	7	0	3	1	16	24
scig1.0049757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049762	487	149	224	113	203	168	120	106	148	141	134	94	102	121	219
scig1.0013121	0	0	1	0	0	0	2	0	2	1	2	0	0	4	2
scig1.0049768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
scig1.0044248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046355	18	17	17	24	2	13	30	9	19	40	39	22	7	87	43
scig1.0049778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015801	92	47	108	76	58	33	176	50	214	289	280	251	294	558	141
scig1.0049813	229	93	78	41	151	205	101	147	169	164	157	189	164	219	155
scig1.0049817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0058706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050418	87	30	43	25	54	47	22	16	56	44	52	52	37	58	52
scig1.0079947	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
scig1.0047645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0064323	374	125	254	158	350	207	714	307	682	918	856	656	574	2481	1298
scig1.0029758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0022751	838	411	593	402	733	570	542	553	669	740	875	931	727	925	422
scig1.0008075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049837	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
scig1.0031670	237	64	139	82	215	143	77	99	81	75	107	107	123	108	67
scig1.0049861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0070564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049891	2	1	0	1	0	1	2	2	3	3	2	1	0	0	0
scig1.0023726	3	0	1	1	0	0	2	2	1	0	0	0	0	0	0
scig1.0077339	537	139	195	89	264	238	99	142	253	177	288	373	156	151	336
scig1.0069884	9	1	3	2	22	14	2	9	6	4	18	12	3	10	2
scig1.0041296	2	0	0	0	0	0	2	1	1	0	1	0	0	0	1
scig1.0049913	8	0	11	1	0	2	0	1	6	2	2	2	10	3	0
scig1.9001011	0	0	2	0	1	1	0	5	1	0	2	2	0	1	2
scig1.0067809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049917	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043492	2	0	2	0	3	2	2	4	2	0	3	5	1	6	4
scig1.0049942	2	0	0	2	2	0	4	0	2	2	4	4	0	7	2
scig1.0049948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038865	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6
scig1.0065898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062262	1	0	0	1	0	0	3	18	0	19	30	13	2	4	56
scig1.0050001	1	0	0	0	2	0	0	0	0	0	0	0	0	0	10
scig1.0050004	66	33	54	44	132	150	110	137	125	200	225	331	180	262	298
scig1.0027957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051121	59	31	21	29	61	41	86	53	110	81	123	133	137	192	89
scig1.0056796	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0050019	225	145	70	82	187	125	105	105	122	113	117	145	116	125	139
scig1.0001671	2	0	2	0	2	3	2	3	1	0	5	0	5	5	2
scig1.0032270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046028	3513	947	2363	1078	1761	2548	1076	1354	936	1094	1123	1109	1185	1716	561
scig1.0050041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
scig1.0025497	622	155	230	112	204	196	126	149	150	213	280	269	243	341	174
scig1.0050057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050060	3852	1135	2469	1167	2106	1271	703	1274	1280	1181	901	784	940	1395	1892
scig1.0066710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050069	522	197	232	136	365	335	203	189	246	253	316	325	289	334	200
scig1.0050072	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0050079	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0
scig1.0071595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007825	3	0	3	2	6	5	3	1	1	0	0	6	1	2	6
scig1.0001077	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0
scig1.0001700	10	2	4	1	3	1	11	3	19	10	5	10	9	3	3
scig1.0050080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0028603	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050118	7	2	1	2	0	4	0	0	0	0	0	0	0	0	1
scig1.0050132	3	0	1	0	2	0	0	0	0	0	0	0	0	0	48
scig1.0014558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050168	30487	16213	13961	12139	32502	19054	14647	15750	15623	21211	17173	22323	15346	18621	20153
scig1.0079916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044515	174	49	72	67	143	131	75	90	127	140	178	159	137	233	135
scig1.0050171	6	2	1	0	0	1	1	0	3	3	1	1	1	0	3
scig1.0052994	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0070474	2	0	0	1	29	8	4	9	0	1	0	2	2	5	0
scig1.0050176	3	0	0	0	0	0	0	0	4	0	0	1	0	0	4
scig1.0051444	11	0	1	0	12	0	0	0	0	0	0	0	0	0	39
scig1.0057710	793	270	376	210	486	331	240	279	292	351	355	293	329	403	348
scig1.0050188	20	6	2	5	18	7	4	6	13	5	4	4	17	10	11
scig1.0067903	20	0	7	0	0	0	0	0	2	0	1	0	0	0	4
scig1.0042791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050195	18	2	3	0	0	0	0	0	4	7	0	3	3	0	32
scig1.0076760	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0050197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004886	4	1	2	0	0	1	0	1	0	1	4	0	3	3	2
scig1.0050210	11	14	6	3	22	24	3	26	9	5	2	10	25	28	19
scig1.0079584	11	1	1	0	5	1	0	0	0	0	0	0	0	0	6
scig1.0023881	755	130	133	78	361	237	262	311	283	257	507	366	463	527	115
scig1.0050215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0024608	7	0	16	2	3	12	6	3	12	23	23	15	17	11	19
scig1.0050222	1866	593	359	151	222	376	48	173	43	35	64	81	8	15	279
scig1.0024209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050240	0	0	2	0	1	0	0	0	0	1	2	0	3	0	7
scig1.0050754	10	2	6	1	1	0	3	1	0	0	3	0	0	0	6
scig1.0043046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077616	321	274	202	132	297	218	106	139	125	163	143	177	210	289	181
scig1.0019087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0002873	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0
scig1.0050311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050319	2	0	1	0	6	1	0	4	3	0	1	0	2	2	0
scig1.0005190	18	2	4	3	10	5	3	6	4	1	7	3	9	12	17
scig1.0054292	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0050326	1804	951	318	188	9	24	3	3	1	15	6	2	0	0	137
scig1.0031387	8	2	0	0	0	0	0	0	6	0	0	0	0	0	0
scig1.0044062	8504	4001	4467	3966	6826	6092	3327	5072	10479	5714	9588	10433	12618	19520	4935
scig1.0050328	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
scig1.0038236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050337	719	210	244	103	346	367	236	252	261	334	298	238	349	421	399
scig1.0038521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0078777	6	0	0	0	1	2	4	0	76	13	45	45	61	142	24
scig1.0040659	64	17	14	1	58	75	37	43	53	71	144	89	61	125	30
scig1.0050339	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6
scig1.0050349	1	4	2	0	1	3	2	0	0	1	2	0	2	5	4
scig1.0050036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0027351	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
scig1.0008558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050374	151	40	58	37	58	121	64	62	81	65	122	98	104	115	78
scig1.0017436	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0080023	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
scig1.0050379	36	15	7	1	3	8	6	3	25	6	11	10	1	15	3
scig1.0050399	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0
scig1.0050402	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
scig1.0050405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018436	648	171	306	78	249	261	141	108	155	130	219	242	189	204	204
scig1.0050430	3	0	0	0	0	0	1	0	4	0	1	0	2	0	0
scig1.0050439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067282	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0027158	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
scig1.0050445	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048481	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0
scig1.0044093	93686	26041	32764	18599	29348	26217	31735	16389	38035	36257	33163	33844	31041	34351	68925
scig1.0050474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0012716	203	52	117	92	53	88	215	59	651	519	832	876	845	838	418
scig1.0018947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041469	0	1	0	0	0	1	1	0	0	5	0	1	3	0	0
scig1.0050487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056526	0	0	0	0	1	1	2	0	0	0	1	0	1	2	0
scig1.0061622	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1
scig1.0057971	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
scig1.0050537	400	134	114	57	156	169	140	79	146	120	159	134	110	167	110
scig1.0050541	6	0	6	1	4	1	10	2	0	0	0	0	0	0	16
scig1.0050560	90	51	61	32	39	48	38	31	67	75	60	62	57	149	121
scig1.0065879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050561	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067624	0	4	0	2	0	0	0	0	2	0	1	0	0	1	0
scig1.0081960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050562	428	213	165	147	291	364	328	217	379	398	415	422	338	458	281
scig1.0032115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013568	10215	3825	3293	1645	2834	2529	1349	1854	1939	2150	2128	2079	2004	2983	1432
scig1.0050566	3	0	3	0	0	0	0	0	0	1	0	0	3	0	0
scig1.0004908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077658	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
scig1.0050587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021772	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
scig1.0050595	5	4	3	0	2	0	1	1	0	2	2	0	5	1	0
scig1.0050599	88	23	35	24	68	67	31	35	50	41	63	57	93	126	58
scig1.0050601	213	75	103	69	106	107	104	87	142	181	108	127	109	161	214
scig1.0011633	7	5	5	2	3	3	4	1	8	16	15	14	25	14	11
scig1.0023890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0071862	260	73	127	61	241	278	204	92	199	245	372	332	225	631	266
scig1.0080213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015564	55	22	17	26	31	25	19	19	15	36	36	37	27	40	57
scig1.0050613	0	0	1	0	1	1	0	1	1	1	0	1	1	4	2
scig1.0045384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050628	3	0	0	0	0	0	0	0	0	0	0	1	1	0	3
scig1.0076119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050652	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
scig1.0079561	304	121	106	127	331	284	185	244	407	335	507	426	552	917	294
scig1.0050671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0062973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050679	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0
scig1.0020994	152	36	45	13	67	28	22	41	28	27	52	39	74	68	15
scig1.0050693	5	4	0	0	4	3	0	0	14	1	7	2	3	2	2
scig1.9001840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
scig1.0073863	2	2	1	1	5	1	1	0	1	5	0	1	1	2	3
scig1.9001630	2	1	1	2	8	2	3	6	1	1	14	7	5	1	4
scig1.0050696	497	160	182	95	205	136	88	74	120	119	140	126	119	117	147
scig1.0018548	50	30	29	28	1	0	0	1	0	2	0	0	0	0	0
scig1.0050703	1	2	1	4	0	0	1	3	0	0	0	2	2	4	0
scig1.0005704	21	1	11	6	12	17	23	8	15	11	28	18	6	6	21
scig1.0050718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060416	32	16	14	4	29	17	11	18	12	10	8	10	24	32	21
scig1.0042916	0	3	5	1	0	0	0	4	0	0	2	0	3	0	6
scig1.0050727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0030099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062149	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
scig1.0082155	3	1	0	2	2	0	4	0	1	0	0	2	0	0	2
scig1.0050742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060752	5	4	0	1	2	6	1	3	20	2	23	18	13	15	0
scig1.0050749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9000659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050771	5	1	4	2	4	3	0	7	1	2	0	4	4	1	6
scig1.0053890	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
scig1.0050794	4	0	1	3	1	5	1	4	1	0	0	3	0	1	2
scig1.0074867	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0013279	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0003197	1833	528	521	238	686	544	255	327	355	227	426	391	352	414	190
scig1.0050798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017587	855	383	214	201	246	271	204	213	338	297	390	297	310	360	187
scig1.0050807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055323	1	1	0	2	0	2	1	2	0	2	3	0	1	0	0
scig1.0013558	32	18	6	24	66	22	85	40	72	74	129	79	70	113	33
scig1.0050824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0050845	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
scig1.0030366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059088	4691	2159	2635	2968	11524	7667	5106	5640	7565	10699	14736	13252	9453	10279	22529
scig1.0065198	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0
scig1.0041761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033427	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050850	233	70	87	59	45	71	30	36	35	37	97	74	77	133	38
scig1.0050859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0012524	5	2	1	1	0	0	0	2	0	3	0	2	2	4	2
scig1.0008848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050877	8	1	14	4	2	9	7	19	3	9	4	4	4	3	7
scig1.0017750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050884	658	133	207	77	284	314	191	225	248	228	332	383	301	381	199
scig1.0050889	2	0	0	0	4	0	0	0	0	1	2	0	0	4	0
scig1.0050912	971	399	337	250	520	361	251	338	831	338	532	288	744	1303	147
scig1.0035986	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13
scig1.0012240	3534	2156	1022	1335	3653	3837	3490	2605	5577	4251	5469	6346	5917	6089	2667
scig1.0041853	462	109	131	51	96	83	49	56	69	69	77	55	66	75	84
scig1.0050921	326	74	120	50	176	116	67	78	97	71	102	102	82	106	102
scig1.0062868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057258	61	15	8	5	1	9	0	0	0	0	0	0	0	0	0
scig1.0014119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050938	1	0	0	0	0	0	5	0	2	2	4	3	0	1	0
scig1.0003658	508	209	166	153	11	143	17	18	37	281	54	71	18	32	32
scig1.0025581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037410	140	66	64	37	233	61	67	105	89	116	94	89	84	121	318
scig1.0068393	12	2	0	2	2	4	4	2	3	1	2	1	0	1	0
scig1.9000199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050944	6	4	2	3	0	2	0	0	8	3	5	3	4	0	7
scig1.0019939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048623	86	69	46	31	137	91	41	65	71	63	84	47	69	151	29
scig1.0050952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034286	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009326	2	5	0	0	8	2	0	6	0	0	1	0	2	7	0
scig1.0050964	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
scig1.0056118	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
scig1.0041916	1	0	0	0	4	2	0	0	0	0	0	0	0	0	2
scig1.0050965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076319	490	177	185	139	338	238	233	258	439	406	347	383	440	562	218
scig1.0074312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051020	13	9	10	2	29	21	6	8	0	6	1	0	2	0	12
scig1.0025848	1	0	0	0	2	0	1	0	0	0	0	1	1	0	0
scig1.0015243	0	2	0	0	0	0	0	0	0	0	0	0	1	5	0
scig1.0059742	45	6	50	7	18	5	6	9	4	10	1	1	1	0	148
scig1.0051026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051037	1	0	0	0	0	0	0	0	1	1	1	0	0	1	2
scig1.0078916	4	1	3	1	0	2	2	1	7	13	3	5	0	0	4
scig1.0051356	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0032198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051040	8	3	2	2	4	8	5	2	6	11	15	3	5	10	27
scig1.0069632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057930	27431	8095	4336	1924	1489	2715	412	628	314	199	144	290	14	60	1488
scig1.0065687	43	20	17	12	16	27	14	14	50	23	35	30	62	51	7
scig1.0051041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057991	7	0	4	0	0	0	0	0	1	0	0	0	3	0	2
scig1.0080644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051062	9	3	2	0	1	2	1	0	0	0	5	1	1	2	4
scig1.0072487	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0051248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0061293	1	0	0	0	0	2	0	1	2	0	1	0	1	1	0
scig1.0016785	6	1	5	3	2	11	1	1	3	6	21	42	12	9	1
scig1.0003447	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0
scig1.0051074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0024669	1998	991	697	576	1128	1233	903	802	1432	1349	1433	1359	1335	2000	1001
scig1.0051085	29	10	2	10	17	18	7	14	25	9	26	14	19	12	34
scig1.0080588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053493	674	171	218	112	193	196	104	94	191	162	184	155	189	246	206
scig1.0052130	31	17	14	4	19	7	2	2	8	17	8	24	23	40	14
scig1.0045213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0080581	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
scig1.0051108	1	0	6	1	0	5	2	2	4	0	0	2	0	1	1
scig1.0051111	750	100	171	38	220	113	92	72	98	69	107	117	90	158	293
scig1.0047926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0066317	1	0	3	1	12	7	1	4	1	1	3	0	1	4	3
scig1.0040336	33	21	13	22	4	6	6	3	56	50	0	0	1	0	51
scig1.0020228	1224	330	450	200	493	391	190	191	274	168	291	235	217	296	279
scig1.0051114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055693	29	4	0	0	0	0	0	0	4	0	0	0	0	0	0
scig1.0051118	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
scig1.0050607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0079792	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
scig1.0041433	7360	1245	4562	799	603	534	311	732	492	500	483	500	555	965	4921
scig1.0014677	0	0	0	0	2	0	4	1	11	10	3	5	4	4	1
scig1.0051164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050247	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0051206	11	1	0	0	3	0	3	1	4	6	10	8	16	9	0
scig1.9000244	36	16	10	11	0	5	1	0	8	27	6	1	0	1	2
scig1.0030038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051216	282	73	137	76	163	137	111	102	142	151	203	161	119	172	159
scig1.0051217	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
scig1.0051230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025388	1	3	2	1	20	11	25	6	15	31	11	15	29	4	8
scig1.0045580	815	450	414	363	950	664	632	728	738	884	1004	1161	1015	1141	683
scig1.0051235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0064861	1	2	0	1	3	1	0	1	2	1	1	1	1	0	3
