 GW30948_IN	GW30948_OS	GW30948_OUT	GW30951_IN	GW30951_OS	GW30951_OUT	GW30956_IN	GW30956_OS	GW30956_OUT	GW30957_IN	GW30957_OS	GW30957_OUT	GW30959_IN	GW30959_OS	GW30959_OUT
scig1.0079923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072873	272	150	7	646	489	1098	318	354	246	545	662	155	514	270	315
scig1.0047633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063155	6	5	4	3	3	3	6	3	4	3	4	2	0	2	0
scig1.0072887	56	26	30	140	75	176	48	61	112	94	71	73	64	54	51
scig1.0028342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072890	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
scig1.0073774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020741	0	1	1	5	3	7	2	8	6	9	1	2	5	2	1
scig1.0057950	141	7	115	398	49	690	231	29	394	158	16	260	138	49	72
scig1.0072917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072921	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
scig1.0072958	4	7	1	6	4	11	3	0	4	0	2	3	1	2	0
scig1.0072962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001854	3	0	1	1	0	1	1	0	1	0	0	0	0	0	1
scig1.0072977	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1
scig1.0028327	378	494	197	915	935	2140	643	982	781	720	1234	917	682	818	569
scig1.0072994	3	1	0	0	0	7	0	1	0	6	0	4	3	0	0
scig1.0072997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056029	0	3	0	1	0	2	0	0	2	0	0	0	0	0	1
scig1.0000321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0002367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021377	97	11	9	101	8	218	14	27	21	38	10	35	41	14	30
scig1.0032085	1	2	0	1	1	1	0	0	1	0	2	0	0	0	0
scig1.0073034	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1
scig1.0030801	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0
scig1.0073050	287	125	121	246	195	406	258	223	325	231	108	312	162	89	148
scig1.0073055	3	2	0	7	4	5	4	3	1	6	4	6	2	1	2
scig1.0073059	1	3	0	10	1	12	4	5	6	4	2	3	1	4	1
scig1.0031491	0	0	0	0	0	0	2	0	1	1	0	1	1	1	0
scig1.0072110	0	1	0	0	0	0	2	1	1	0	1	0	0	0	0
scig1.0073151	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0
scig1.0065953	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
scig1.0075346	0	0	0	1	2	2	1	1	1	2	1	0	1	3	1
scig1.9001898	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1
scig1.0018553	0	0	8	16	6	24	10	12	9	10	0	24	13	0	0
scig1.0073175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0002728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073184	47	30	12	169	76	284	89	72	88	61	63	52	60	44	51
scig1.0076693	76	9	13	33	11	54	55	13	77	37	9	45	44	11	23
scig1.0073197	2	0	1	1	1	4	0	0	1	1	0	8	4	4	7
scig1.0009026	0	0	0	16	28	61	0	0	0	110	2	44	38	27	23
scig1.0073210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010242	2	0	1	1	1	13	3	1	8	1	2	1	2	1	2
scig1.0038675	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0
scig1.0073235	89	52	26	152	104	362	129	85	160	116	69	86	79	49	56
scig1.0058833	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
scig1.0073242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073253	103	21	38	52	60	103	65	25	76	130	40	96	76	48	101
scig1.0073274	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0
scig1.0073295	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0
scig1.0012923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073308	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0080927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020242	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
scig1.0073322	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0059766	0	0	2	0	0	1	0	0	1	0	1	0	1	1	0
scig1.0073333	1	1	0	1	0	6	1	1	1	0	1	0	3	1	0
scig1.0073349	0	0	0	68	5	70	37	0	101	38	1	23	20	12	14
scig1.0056839	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
scig1.0059485	0	0	0	4	4	15	6	6	14	10	2	5	8	3	5
scig1.0073356	88	23	63	126	68	197	85	58	125	91	40	114	58	40	68
scig1.0046038	1	1	0	0	0	0	2	0	1	0	0	0	0	1	0
scig1.0050362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048412	0	0	0	3	0	2	1	0	2	0	1	3	0	0	0
scig1.0073357	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0040394	0	0	0	9	2	37	4	0	16	6	0	2	2	3	2
scig1.0073360	1	1	1	2	0	1	0	1	0	0	0	0	0	1	0
scig1.0073384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073404	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0035816	0	0	0	3	0	0	1	0	1	1	0	1	1	1	0
scig1.0019562	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
scig1.0073417	4	0	2	5	2	6	1	8	5	2	7	6	1	2	1
scig1.0021019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001802	0	0	0	4	4	1	0	0	0	1	0	0	0	0	1
scig1.0012394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0069008	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0073431	975	291	165	852	487	1549	472	415	465	601	311	469	1538	605	997
scig1.0059139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004972	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
scig1.0019618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073439	2	0	0	1	3	1	1	2	0	1	0	2	1	0	0
scig1.0080506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076417	0	0	0	11	5	15	0	0	3	44	0	4	16	6	9
scig1.0073455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006619	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0073457	1	3	0	0	1	0	0	0	1	0	0	0	0	0	0
scig1.0015194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073473	104	114	45	222	134	413	194	151	291	110	142	149	92	60	101
scig1.0067690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073488	7	8	2	20	8	25	11	10	21	4	9	4	4	4	8
scig1.0033342	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0079001	2	1	0	2	0	0	1	0	1	1	0	0	0	0	0
scig1.0029918	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0073199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073492	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0075785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073508	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
scig1.0073512	9	5	2	12	9	32	7	3	8	15	17	11	6	9	10
scig1.0073518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073522	0	0	0	4	2	0	4	2	4	0	1	0	2	0	0
scig1.0076717	0	0	0	0	3	0	0	1	3	1	0	0	0	3	0
scig1.0032041	1	4	0	3	0	3	0	0	1	1	0	2	1	2	0
scig1.0073539	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0073562	0	0	0	1	0	1	0	0	0	5	0	1	1	0	0
scig1.0040325	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
scig1.0073563	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
scig1.0073595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059533	1	1	2	14	2	10	5	1	8	2	1	1	1	0	2
scig1.0073620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0082046	64	21	11	52	33	87	47	36	51	39	39	42	32	21	36
scig1.0073678	295	126	46	300	167	556	200	157	252	277	141	221	221	134	164
scig1.0040453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073689	4	4	0	1	2	2	0	0	0	0	1	0	0	1	1
scig1.0073718	640	38	38	125	44	302	40	122	36	130	69	74	216	37	190
scig1.0073723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073724	84	2	57	26	3	51	13	32	12	17	3	52	45	13	29
scig1.0064803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044742	26	2	9	19	8	56	23	16	18	18	6	19	16	4	11
scig1.0073741	285	116	32	171	200	229	86	279	110	149	123	98	104	70	97
scig1.0066420	0	0	0	0	2	1	2	0	2	0	0	2	3	1	1
scig1.0073753	4	5	0	0	1	5	1	4	1	1	1	1	0	0	1
scig1.0055979	0	0	0	2	0	1	1	2	2	0	0	1	0	0	0
scig1.0063619	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
scig1.0073761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0014280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075066	231	55	58	122	63	220	82	52	102	146	49	153	95	42	74
scig1.0073779	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1
scig1.0081973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015287	21	47	5	59	60	82	42	63	42	43	89	37	39	40	33
scig1.0073780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0024182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010728	2	0	2	4	0	4	4	6	1	1	0	0	1	0	2
scig1.0073796	156	160	140	561	272	1357	275	440	476	262	211	506	234	176	199
scig1.0073800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073808	1	7	5	3	2	10	6	2	5	3	2	4	1	4	0
scig1.0075134	503	391	90	422	535	745	417	582	396	283	448	198	306	158	205
scig1.0073821	165	212	114	668	303	1361	411	340	558	324	214	513	377	264	184
scig1.0073829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035517	0	0	0	1	0	3	2	0	0	1	0	0	0	0	0
scig1.0073833	36	39	24	208	78	269	79	75	138	54	64	64	43	36	33
scig1.0073844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013791	4	2	1	8	2	8	6	7	11	0	3	8	5	1	1
scig1.0073845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054474	0	3	0	4	2	8	0	0	0	5	0	1	3	4	4
scig1.0073869	5	1	1	4	1	8	6	7	1	7	2	6	2	1	3
scig1.9001352	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
scig1.0060423	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073870	76	30	13	157	76	312	116	95	151	103	62	97	79	58	66
scig1.0073880	9	7	4	60	36	126	37	40	50	19	11	24	18	15	11
scig1.0073884	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0027252	3	0	0	0	3	5	1	3	0	3	1	1	1	0	2
scig1.0073889	1	0	1	12	8	15	1	6	11	1	3	6	0	2	5
scig1.0073898	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
scig1.0010711	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0073921	16	5	8	36	12	57	10	11	15	9	6	9	14	6	16
scig1.0013258	3	2	0	0	0	0	0	0	0	0	3	0	0	0	0
scig1.0062244	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0073934	42	23	11	35	43	77	24	38	21	30	44	93	29	35	20
scig1.0064556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0065424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054759	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
scig1.0073949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073956	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
scig1.0003110	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0066979	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0073977	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0
scig1.0066165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074007	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
scig1.0065409	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
scig1.0041709	0	0	0	0	1	3	0	0	0	7	0	0	0	0	2
scig1.0074016	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
scig1.0071219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036492	13	11	6	27	15	51	10	20	37	19	13	8	17	3	9
scig1.0074021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001084	1	0	1	2	1	1	0	0	0	0	0	0	0	1	0
scig1.0081591	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
scig1.0078186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007618	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0031455	537	560	227	1434	633	2203	668	740	1001	525	673	659	466	310	447
scig1.9001958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074026	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0017366	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0
scig1.0074032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010643	32	4	17	163	15	242	81	19	90	48	13	73	51	26	44
scig1.0043284	263	79	179	272	185	590	193	219	261	277	115	319	190	221	182
scig1.0074065	29	9	5	20	10	47	25	22	18	10	6	13	12	4	12
scig1.0074069	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
scig1.0074087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074093	0	0	0	1	2	0	1	1	0	0	1	0	0	1	1
scig1.0023210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060467	0	0	2	4	1	5	13	0	10	2	0	2	2	0	0
scig1.0081206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0071997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0080936	1	0	1	5	0	4	5	4	4	1	3	2	0	3	1
scig1.0074097	18	440	20	74	394	118	38	652	99	34	673	84	49	85	69
scig1.0074111	1	1	0	4	3	8	0	0	0	1	1	0	0	0	1
scig1.0069602	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0074116	75	68	50	249	184	364	114	174	175	78	169	92	86	82	66
scig1.0074143	50	42	12	98	47	150	66	56	81	57	48	34	51	25	42
scig1.0047809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074164	0	1	1	5	3	1	5	0	5	4	0	0	0	0	2
scig1.0067894	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0
scig1.0074168	0	0	0	1	8	3	2	6	2	6	0	4	3	6	0
scig1.0074234	8	5	2	18	10	24	3	12	15	12	9	9	2	4	5
scig1.0074244	3	1	2	10	3	21	6	8	2	8	2	7	10	4	1
scig1.0056836	2	4	0	6	5	11	0	9	6	1	5	1	1	2	2
scig1.0005110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074255	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
scig1.0074268	0	0	0	5	2	1	1	1	2	1	1	0	2	0	0
scig1.0029024	0	0	1	4	0	3	0	1	1	0	0	0	1	1	1
scig1.0074271	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0074282	2	0	0	2	0	0	0	0	1	0	0	0	0	1	0
scig1.0004382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074284	2	6	2	8	2	12	3	5	4	7	5	5	4	4	2
scig1.0074305	102	32	45	170	84	255	106	83	165	131	41	141	72	49	69
scig1.0058670	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
scig1.0056303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0074311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0081887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0031026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074317	1	0	1	3	1	1	1	0	0	3	1	3	0	1	0
scig1.0067783	0	0	0	2	1	0	1	0	1	0	0	0	1	0	1
scig1.0074344	368	67	129	299	176	528	270	233	375	333	90	404	218	90	212
scig1.0077442	37	15	13	70	35	106	45	45	59	51	33	47	43	33	35
scig1.0074345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074352	11	56	9	44	93	55	20	124	18	23	73	37	33	36	32
scig1.0074355	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
scig1.0027166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0069735	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
scig1.0074365	136	92	46	448	139	819	394	152	423	158	109	156	131	103	117
scig1.0053741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023351	6	0	0	0	3	9	0	4	4	3	1	3	5	2	2
scig1.0025677	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
scig1.0074403	0	1	1	3	2	1	0	0	1	0	3	0	0	3	1
scig1.0035771	3	4	1	12	6	40	9	10	9	6	3	7	5	3	6
scig1.0018483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074404	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0
scig1.0074420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041795	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
scig1.0060303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074436	258	230	121	904	385	1817	378	388	664	475	287	538	375	278	267
scig1.0055372	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
scig1.0074441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055766	1	1	0	3	4	1	0	4	2	0	1	4	1	0	0
scig1.0074454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049856	5	29	2	9	36	14	11	20	11	5	23	2	7	7	2
scig1.0041842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0026239	0	1	0	0	2	3	1	0	1	2	2	0	0	2	1
scig1.0074487	1	0	1	0	0	2	0	0	1	1	0	0	0	0	0
scig1.9001586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0066491	195	102	56	199	114	382	162	119	179	181	145	135	135	84	128
scig1.0081215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017391	1	5	0	16	11	31	10	9	17	7	6	10	2	4	4
scig1.0074523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046590	1	0	0	1	1	1	0	0	6	0	0	1	1	0	2
scig1.0015406	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0049482	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
scig1.0074524	27	40	27	58	67	117	32	59	49	52	47	30	61	48	34
scig1.0047389	0	0	0	456	29	1338	392	2	879	79	2	88	80	34	45
scig1.0074526	2	2	0	70	8	109	37	15	57	36	3	21	44	6	20
scig1.0019597	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0074540	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0016272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072956	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
scig1.0074559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032192	5	1	2	1	0	5	1	0	2	2	0	3	0	1	0
scig1.0074607	4	5	0	7	6	2	5	5	3	13	2	5	4	2	2
scig1.0050975	0	0	0	0	1	8	0	0	0	8	0	5	3	3	3
scig1.0054419	51	21	4	27	13	71	18	1	27	54	12	49	20	16	13
scig1.0007215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074625	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
scig1.0074631	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0074636	5	1	2	2	5	5	1	1	2	0	2	1	1	1	3
scig1.0074679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074686	2	0	0	2	0	2	0	1	0	4	1	6	3	1	1
scig1.0074698	409	145	99	414	251	766	439	238	447	363	179	262	253	139	208
scig1.0080434	0	0	0	0	3	0	0	0	2	0	2	1	0	0	1
scig1.0074708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074723	2	0	1	0	0	1	1	0	0	0	0	0	0	0	1
scig1.0074746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074782	1	1	0	0	0	0	1	3	2	1	0	0	0	0	1
scig1.0014377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0027307	63	81	13	56	374	110	25	138	12	108	216	41	66	101	61
scig1.0065544	0	0	0	0	3	0	0	2	2	0	0	0	0	0	0
scig1.0074801	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0
scig1.0074810	5	8	2	7	5	7	4	4	3	0	10	2	0	1	1
scig1.0034452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0071252	2	5	2	3	12	6	1	13	9	6	22	7	0	7	3
scig1.0074825	55	23	6	70	48	63	20	72	28	13	14	20	23	23	14
scig1.0033943	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0004054	71	47	26	104	45	146	83	78	112	61	54	61	55	35	37
scig1.0074830	0	1	0	8	6	6	4	3	2	1	2	2	1	6	2
scig1.0061477	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
scig1.0074845	0	0	0	234	20	459	80	1	231	99	1	73	52	29	39
scig1.0079978	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0
scig1.0074888	0	0	0	2	0	1	0	1	0	0	4	1	0	0	0
scig1.0029248	1	0	0	4	1	7	1	1	1	3	0	2	1	1	0
scig1.0074914	16	9	2	15	10	35	20	3	26	20	2	23	18	6	10
scig1.0025227	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
scig1.0074972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067547	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0074977	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0
scig1.0063027	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
scig1.0061119	0	11	0	5	6	6	1	5	5	0	3	2	3	0	2
scig1.0026929	22	12	7	41	26	48	30	20	41	55	15	19	30	13	20
scig1.0074985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053008	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
scig1.0049222	0	0	0	126	832	323	140	1024	281	64	442	83	70	98	53
scig1.0074991	0	1	0	2	3	1	1	0	1	3	0	1	0	0	0
scig1.0052476	142	12	87	504	51	925	198	79	388	142	22	186	129	38	103
scig1.0075017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067498	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
scig1.0075042	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0064596	60	80	22	262	109	439	95	101	147	149	91	121	68	55	73
scig1.0075044	26	6	4	21	6	42	19	10	29	30	1	17	12	4	9
scig1.0075069	191	25	37	71	18	171	48	34	58	50	12	37	39	15	43
scig1.0025575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0065484	1406	321	659	1295	569	2863	612	685	977	1075	211	1797	1025	442	752
scig1.0056210	2	1	0	0	0	0	0	1	4	0	0	3	1	0	2
scig1.0075082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009416	0	0	0	20	15	48	0	1	0	86	0	66	18	15	14
scig1.0075087	1	0	0	3	18	8	15	23	10	17	4	10	14	4	5
